paraphrases,sentences,ptypes,axes,scores
"Could you maybe put together a couple of charts for me? One could be a bar chart showing how many wins each player has, and maybe use different colors for each player. The other one could be a line chart showing the wins over the years, again with different colors for each player.","Create a bar chart with 'Total Wins' on the x-axis and 'Player Name' on the y-axis, color the bars by 'Player Name'.. Create a line chart with 'Year' on the x-axis and 'Wins' on the y-axis, color the line by 'Player Name'.",commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
The total victories achieved by the specified player are denoted by color. The victories per annum are also color-coded according to the player.,"'Total Wins' by 'Player Name', color by 'Player Name'. 'Wins' by 'Year', color by 'Player Name'",queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
"Could you show me how the wins are spread out among the players? And, could you also give me an idea of how each player's victories have evolved over time?",What is the distribution of total wins by player?. How has the number of wins changed over the years for each player?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
"Construct a geoshape chart that is color-coded with the 'Exports - goods and services' field, utilizing the viridis color scheme.",Create a geoshape chart color-encoded with the 'Exports - goods and services' field using the viridis color scheme.,commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
I personally think the Geoshape chart with the 'Exports - goods and services' color encoding looks absolutely stunning in the viridis color scheme.,"Geoshape chart, color encoding with 'Exports - goods and services', viridis color scheme.",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
How's the geoshape chart looking when you color it with the 'Exports - goods and services' field using that viridis color thing?,How does the geoshape chart look when color-encoded with the 'Exports - goods and services' field using the viridis color scheme?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",2
"Please construct a donut chart, assigning 'GDP' to the theta channel and 'Regime' to the color channel.",Create a donut chart with 'GDP' on the theta channel and 'Regime' on the color channel.,commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",4
"The doughnut chart should have 'Gross Domestic Product' mapped to the theta channel, and 'Regime' mapped to the color channel.","Donut chart, 'GDP' to theta channel, 'Regime' to color channel",queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
"Could you possibly construct a doughnut chart, utilizing 'Gross Domestic Product' as the variable for the theta channel and 'Regime' as the variable for the color channel?",Can you create a donut chart with 'GDP' on the theta channel and 'Regime' on the color channel?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
Make a bar chart that goes down with 'Year' on the x-axis and 'Gross savings (% of GDP)' on the y-axis.,Create a descending bar chart with 'Year' on the x-axis and 'Gross savings (% of GDP)' on the y-axis.,commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",2
