country,region,country_code,year,lifeExp,gdpPercap,pop
St. Vincent and the Grenadines,Americas,VCT,2002,70.5,8150,108000
Sudan,Africa,SDN,2002,63.7,2450,28700000
Suriname,Americas,SUR,2002,69.3,10400,483000
Swaziland,Africa,SWZ,2002,44.2,6050,1080000
Sweden,Europe,SWE,2002,80.0,38000,8920000
Switzerland,Europe,CHE,2002,80.3,50400,7240000
Syria,Asia,SYR,2002,74.0,5470,17100000
Tajikistan,Asia,TJK,2002,65.9,1390,6450000
Tanzania,Africa,TZA,2002,53.8,1590,36100000
Thailand,Asia,THA,2002,72.8,9910,64100000
Timor-Leste,Asia,TLS,2002,64.8,1420,924000
Togo,Africa,TGO,2002,56.2,1180,5250000
Tonga,Asia,TON,2002,69.0,4880,99200
Trinidad and Tobago,Americas,TTO,2002,70.0,20400,1280000
Tunisia,Africa,TUN,2002,75.4,7830,9860000
Turkey,Europe,TUR,2002,75.4,13500,65100000
Turkmenistan,Asia,TKM,2002,64.3,5460,4610000
Uganda,Africa,UGA,2002,50.2,1140,25700000
Ukraine,Europe,UKR,2002,67.8,5620,48000000
United Arab Emirates,Asia,ARE,2002,75.4,96400,3510000
United Kingdom,Europe,GBR,2002,78.3,34400,59300000
United States,Americas,USA,2002,77.1,46400,288000000
Uruguay,Americas,URY,2002,75.0,11400,3330000
Uzbekistan,Asia,UZB,2002,66.4,2650,25500000
Vanuatu,Asia,VUT,2002,62.3,2470,194000
Venezuela,Americas,VEN,2002,74.3,13100,25400000
Vietnam,Asia,VNM,2002,71.1,2920,82000000
Yemen,Asia,YEM,2002,63.5,3970,18900000
Zambia,Africa,ZMB,2002,44.4,2190,11100000
Zimbabwe,Africa,ZWE,2002,45.6,2320,12500000
Afghanistan,Asia,AFG,2007,54.6,1280,26600000
Albania,Europe,ALB,2007,75.4,8450,3020000
Algeria,Africa,DZA,2007,75.9,12600,34300000
Andorra,Europe,AND,2007,82.7,43400,82700
Angola,Africa,AGO,2007,57.8,5440,21000000
Antigua and Barbuda,Americas,ATG,2007,76.4,24200,91400
Argentina,Americas,ARG,2007,75.3,17900,40000000
Armenia,Europe,ARM,2007,72.9,7010,2930000
Australia,Asia,AUS,2007,81.4,40600,20900000
Austria,Europe,AUT,2007,80.0,43700,8310000
Azerbaijan,Europe,AZE,2007,68.3,13200,8720000
Bahamas,Americas,BHS,2007,73.6,25400,342000
Bahrain,Asia,BHR,2007,74.6,43300,1040000
Bangladesh,Asia,BGD,2007,68.9,2150,147000000
Barbados,Americas,BRB,2007,76.2,16100,276000
Belarus,Europe,BLR,2007,69.9,13500,9540000
Belgium,Europe,BEL,2007,79.5,41700,10700000
Belize,Americas,BLZ,2007,70.7,7900,298000
Benin,Africa,BEN,2007,60.3,1810,8450000
Bhutan,Asia,BTN,2007,70.7,5450,687000
Bolivia,Americas,BOL,2007,70.7,4970,9440000
Bosnia and Herzegovina,Europe,BIH,2007,76.1,9280,3770000
Botswana,Africa,BWA,2007,51.1,13200,1910000
Brazil,Americas,BRA,2007,73.5,13300,191000000
Brunei,Asia,BRN,2007,76.8,84500,375000
Bulgaria,Europe,BGR,2007,73.1,14800,7570000
Burkina Faso,Africa,BFA,2007,56.2,1300,14300000
Burundi,Africa,BDI,2007,55.4,748,7940000
Cambodia,Asia,KHM,2007,64.5,2330,13700000
Cameroon,Africa,CMR,2007,55.6,2660,18400000
Canada,Americas,CAN,2007,80.6,41600,33000000
Cape Verde,Africa,CPV,2007,71.4,5630,486000
Central African Republic,Africa,CAF,2007,45.7,864,4280000
Chad,Africa,TCD,2007,54.9,1740,10800000
Chile,Americas,CHL,2007,78.9,18600,16500000
China,Asia,CHN,2007,73.5,7280,1340000000
Colombia,Americas,COL,2007,75.8,10300,44400000
Comoros,Africa,COM,2007,64.7,1450,642000
"Congo, Dem. Rep.",Africa,COD,2007,56.1,575,58400000
"Congo, Rep.",Africa,COG,2007,58.0,4640,3980000
Costa Rica,Americas,CRI,2007,80.0,12400,4370000
Cote d'Ivoire,Africa,CIV,2007,54.6,2660,19100000
Croatia,Europe,HRV,2007,75.6,21600,4360000
Cuba,Americas,CUB,2007,78.0,16900,11300000
Cyprus,Europe,CYP,2007,79.0,35500,1060000
Czech Republic,Europe,CZE,2007,76.8,28800,10400000
Denmark,Europe,DNK,2007,78.6,46400,5470000
Djibouti,Africa,DJI,2007,62.5,2410,809000
Dominica,Americas,DMA,2007,73.4,9630,71000
Dominican Republic,Americas,DOM,2007,73.9,10300,9500000
Ecuador,Americas,ECU,2007,76.0,8880,14200000
Egypt,Africa,EGY,2007,70.5,8840,79500000
El Salvador,Americas,SLV,2007,73.5,7440,6080000
Equatorial Guinea,Africa,GNQ,2007,59.4,35600,829000
Eritrea,Africa,ERI,2007,61.0,1560,4150000
Estonia,Europe,EST,2007,73.2,27400,1340000
Ethiopia,Africa,ETH,2007,58.2,857,81000000
Fiji,Asia,FJI,2007,64.9,7380,835000
Finland,Europe,FIN,2007,79.3,42500,5300000
France,Europe,FRA,2007,80.8,37800,62000000
Gabon,Africa,GAB,2007,61.2,16300,1490000
Gambia,Africa,GMB,2007,64.5,1520,1540000
Georgia,Europe,GEO,2007,72.7,6180,4390000
Germany,Europe,DEU,2007,79.6,40500,81300000
Ghana,Africa,GHA,2007,60.8,2680,22700000
Greece,Europe,GRC,2007,80.0,32100,11400000
Grenada,Americas,GRD,2007,71.3,12000,104000
Guatemala,Americas,GTM,2007,70.5,6710,13700000
Guinea,Africa,GIN,2007,56.7,1200,10100000
Guinea-Bissau,Africa,GNB,2007,54.3,1350,1450000
Guyana,Americas,GUY,2007,65.1,5300,748000
Haiti,Americas,HTI,2007,58.9,1600,9560000
Honduras,Americas,HND,2007,71.1,4000,7710000
Hungary,Europe,HUN,2007,73.6,23300,10000000
Iceland,Europe,ISL,2007,81.6,43500,305000
India,Asia,IND,2007,65.0,3700,1180000000
Indonesia,Asia,IDN,2007,69.1,7450,233000000
Iran,Asia,IRN,2007,73.4,16400,72000000
Iraq,Asia,IRQ,2007,64.3,11600,28400000
Ireland,Europe,IRL,2007,79.6,50800,4400000
Israel,Asia,ISR,2007,80.2,28500,6920000
Italy,Europe,ITA,2007,81.2,38600,59300000
Jamaica,Americas,JAM,2007,74.7,8680,2780000
Japan,Asia,JPN,2007,82.3,36700,129000000
Jordan,Asia,JOR,2007,74.4,9490,6190000
Kazakhstan,Asia,KAZ,2007,65.9,18900,15800000
Kenya,Africa,KEN,2007,59.6,2400,38100000
Kiribati,Asia,KIR,2007,60.4,1900,96300
Kuwait,Asia,KWT,2007,77.1,96900,2500000
Kyrgyz Republic,Asia,KGZ,2007,66.9,2600,5190000
Lao,Asia,LAO,2007,61.7,3320,5950000
Latvia,Europe,LVA,2007,70.9,21900,2200000
Lebanon,Asia,LBN,2007,78.7,13300,4090000
Lesotho,Africa,LSO,2007,43.6,2110,1980000
Liberia,Africa,LBR,2007,59.2,657,3510000
Libya,Africa,LBY,2007,75.6,28600,5970000
Lithuania,Europe,LTU,2007,70.9,22700,3260000
Luxembourg,Europe,LUX,2007,80.7,97900,475000
"Macedonia, FYR",Europe,MKD,2007,73.3,10500,2070000
Madagascar,Africa,MDG,2007,60.6,1460,19400000
Malawi,Africa,MWI,2007,49.5,908,13800000
Malaysia,Asia,MYS,2007,74.2,20700,26600000
Maldives,Asia,MDV,2007,77.1,9670,336000
Mali,Africa,MLI,2007,57.7,1780,13700000
Malta,Europe,MLT,2007,79.6,27700,410000
Marshall Islands,Asia,MHL,2007,63.2,3370,52100
Mauritania,Africa,MRT,2007,66.9,3450,3310000
Mauritius,Africa,MUS,2007,72.8,14100,1230000
Mexico,Americas,MEX,2007,75.7,16000,112000000
"Micronesia, Fed. Sts.",Asia,FSM,2007,65.6,3260,105000
Moldova,Europe,MDA,2007,69.2,3590,4130000
Mongolia,Asia,MNG,2007,65.1,7060,2590000
Montenegro,Europe,MNE,2007,75.6,13700,619000
Morocco,Africa,MAR,2007,72.7,5830,31200000
Mozambique,Africa,MOZ,2007,52.9,826,22200000
Myanmar,Asia,MMR,2007,65.0,2840,49200000
Namibia,Africa,NAM,2007,54.1,8100,2080000
Nepal,Asia,NPL,2007,66.9,1760,26200000
Netherlands,Europe,NLD,2007,80.1,46500,16500000
New Zealand,Asia,NZL,2007,80.2,33200,4230000
Nicaragua,Americas,NIC,2007,77.0,4010,5520000
Niger,Africa,NER,2007,56.9,773,14700000
Nigeria,Africa,NGA,2007,58.2,4550,146000000
North Korea,Asia,PRK,2007,69.8,1390,24200000
Norway,Europe,NOR,2007,80.5,65100,4720000
Oman,Asia,OMN,2007,76.1,43000,2660000
Pakistan,Asia,PAK,2007,64.4,4290,160000000
Palestine,Asia,PSE,2007,72.0,2140,3750000
Panama,Americas,PAN,2007,77.6,13900,3450000
Papua New Guinea,Asia,PNG,2007,57.9,1840,6630000
Paraguay,Americas,PRY,2007,74.1,6570,5970000
Peru,Americas,PER,2007,77.7,8650,28300000
Philippines,Asia,PHL,2007,68.5,5180,89300000
Poland,Europe,POL,2007,75.4,19600,38300000
Portugal,Europe,PRT,2007,79.0,27600,10600000
Qatar,Asia,QAT,2007,77.9,119000,1190000
Romania,Europe,ROU,2007,73.2,17300,21000000
Russia,Europe,RUS,2007,67.7,22800,143000000
Rwanda,Africa,RWA,2007,61.1,1160,9450000
Samoa,Asia,WSM,2007,71.3,5710,182000
Sao Tome and Principe,Africa,STP,2007,67.3,2400,163000
Saudi Arabia,Asia,SAU,2007,74.4,45100,25300000
Senegal,Africa,SEN,2007,62.7,2140,11900000
Serbia,Europe,SRB,2007,73.9,12200,9140000
Seychelles,Africa,SYC,2007,72.7,21000,90300
Sierra Leone,Africa,SLE,2007,53.2,1120,6020000
Singapore,Asia,SGP,2007,81.6,68400,4730000
Slovak Republic,Europe,SVK,2007,74.5,24000,5400000
Slovenia,Europe,SVN,2007,78.2,30200,2010000
Solomon Islands,Asia,SLB,2007,61.0,1750,493000
Somalia,Africa,SOM,2007,54.1,615,11000000
South Africa,Africa,ZAF,2007,51.4,12000,49900000
South Korea,Asia,KOR,2007,79.2,28000,49100000
South Sudan,Africa,SSD,2007,57.1,3700,8860000
Spain,Europe,ESP,2007,81.0,34300,45400000
Sri Lanka,Asia,LKA,2007,74.7,7390,19800000
St. Lucia,Americas,LCA,2007,74.8,11000,167000
St. Vincent and the Grenadines,Americas,VCT,2007,71.4,9850,109000
Sudan,Africa,SDN,2007,65.6,3160,32300000
Suriname,Americas,SUR,2007,69.7,13000,510000
Swaziland,Africa,SWZ,2007,43.8,7250,1140000
Sweden,Europe,SWE,2007,80.9,44100,9160000
Switzerland,Europe,CHE,2007,81.6,55800,7560000
Syria,Asia,SYR,2007,75.3,6090,19600000
Tajikistan,Asia,TJK,2007,68.5,1890,7150000
Tanzania,Africa,TZA,2007,57.0,1940,41900000
Thailand,Asia,THA,2007,75.1,12600,66200000
Timor-Leste,Asia,TLS,2007,69.2,1360,1060000
Togo,Africa,TGO,2007,57.1,1190,6000000
Tonga,Asia,TON,2007,69.7,4640,102000
Trinidad and Tobago,Americas,TTO,2007,72.1,31000,1310000
Tunisia,Africa,TUN,2007,76.4,9700,10300000
Turkey,Europe,TUR,2007,78.1,17900,69600000
Turkmenistan,Asia,TKM,2007,66.3,7820,4870000
Uganda,Africa,UGA,2007,54.3,1390,30600000
Ukraine,Europe,UKR,2007,67.7,8500,46400000
United Arab Emirates,Asia,ARE,2007,76.8,79300,6040000
United Kingdom,Europe,GBR,2007,79.6,38200,61400000
United States,Americas,USA,2007,78.1,51000,301000000
Uruguay,Americas,URY,2007,75.8,14300,3340000
Uzbekistan,Asia,UZB,2007,67.6,3520,27300000
Vanuatu,Asia,VUT,2007,62.5,2830,220000
Venezuela,Americas,VEN,2007,75.0,17300,27700000
Vietnam,Asia,VNM,2007,72.3,3910,85900000
Yemen,Asia,YEM,2007,65.8,4190,21800000
Zambia,Africa,ZMB,2007,47.8,2750,12700000
Zimbabwe,Africa,ZWE,2007,46.4,1490,13300000
Afghanistan,Asia,AFG,2012,57.2,1840,30700000
Albania,Europe,ALB,2012,77.0,10400,2920000
Algeria,Africa,DZA,2012,76.8,13200,37600000
Andorra,Europe,AND,2012,82.6,41900,82400
Angola,Africa,AGO,2012,61.7,6000,25100000
Antigua and Barbuda,Americas,ATG,2012,77.0,19100,96800
Argentina,Americas,ARG,2012,76.1,19200,42100000
Armenia,Europe,ARM,2012,74.3,7510,2880000
Australia,Asia,AUS,2012,82.3,42600,22800000
Austria,Europe,AUT,2012,80.9,44400,8520000
Azerbaijan,Europe,AZE,2012,70.2,15900,9260000
Bahamas,Americas,BHS,2012,73.7,23000,372000
Bahrain,Asia,BHR,2012,76.3,41500,1300000
Bangladesh,Asia,BGD,2012,71.3,2710,156000000
Barbados,Americas,BRB,2012,76.8,15400,282000
Belarus,Europe,BLR,2012,71.8,17500,9470000
Belgium,Europe,BEL,2012,80.3,41000,11100000
Belize,Americas,BLZ,2012,71.6,7970,337000
Benin,Africa,BEN,2012,62.6,1860,9730000
Bhutan,Asia,BTN,2012,72.9,7030,753000
Bolivia,Americas,BOL,2012,72.2,5790,10200000
Bosnia and Herzegovina,Europe,BIH,2012,77.0,9910,3650000
Botswana,Africa,BWA,2012,60.5,14200,2090000
Brazil,Americas,BRA,2012,74.7,15100,201000000
Brunei,Asia,BRN,2012,76.9,82000,400000
Bulgaria,Europe,BGR,2012,74.7,15800,7310000
Burkina Faso,Africa,BFA,2012,58.9,1520,16600000
Burundi,Africa,BDI,2012,58.8,779,9320000
Cambodia,Asia,KHM,2012,67.2,2810,14800000
Cameroon,Africa,CMR,2012,58.3,2740,21100000
Canada,Americas,CAN,2012,81.6,41800,34900000
Cape Verde,Africa,CPV,2012,72.8,5990,514000
Central African Republic,Africa,CAF,2012,48.6,946,4490000
Chad,Africa,TCD,2012,57.5,1960,12700000
Chile,Americas,CHL,2012,79.6,21300,17300000
China,Asia,CHN,2012,75.4,11100,1380000000
Colombia,Americas,COL,2012,77.3,11800,46900000
Comoros,Africa,COM,2012,66.2,1420,724000
"Congo, Dem. Rep.",Africa,COD,2012,58.5,653,69000000
"Congo, Rep.",Africa,COG,2012,61.5,5270,4630000
Costa Rica,Americas,CRI,2012,80.6,13900,4650000
Cote d'Ivoire,Africa,CIV,2012,57.4,2710,21400000
Croatia,Europe,HRV,2012,76.8,20300,4300000
Cuba,Americas,CUB,2012,78.6,19400,11400000
Cyprus,Europe,CYP,2012,80.6,31700,1140000
Czech Republic,Europe,CZE,2012,78.0,28500,10600000
Denmark,Europe,DNK,2012,80.1,44300,5610000
Djibouti,Africa,DJI,2012,64.6,2790,881000
Dominica,Americas,DMA,2012,72.9,9980,72000
Dominican Republic,Americas,DOM,2012,74.9,11500,10200000
Ecuador,Americas,ECU,2012,77.2,10300,15400000
Egypt,Africa,EGY,2012,71.0,9820,87800000
El Salvador,Americas,SLV,2012,74.5,7530,6220000
Equatorial Guinea,Africa,GNQ,2012,62.3,35600,1040000
Eritrea,Africa,ERI,2012,62.3,1180,4560000
Estonia,Europe,EST,2012,76.3,25700,1320000
Ethiopia,Africa,ETH,2012,63.1,1230,92400000
Fiji,Asia,FJI,2012,65.4,7570,874000
Finland,Europe,FIN,2012,80.5,39900,5410000
France,Europe,FRA,2012,81.8,37300,63600000
Gabon,Africa,GAB,2012,63.9,16200,1760000
Gambia,Africa,GMB,2012,66.3,1580,1800000
Georgia,Europe,GEO,2012,73.1,7880,4110000
Germany,Europe,DEU,2012,80.4,42800,81100000
Ghana,Africa,GHA,2012,63.7,3630,25700000
Greece,Europe,GRC,2012,80.6,24400,11400000
Grenada,Americas,GRD,2012,71.3,11000,105000
Guatemala,Americas,GTM,2012,71.8,6900,15300000
Guinea,Africa,GIN,2012,58.9,1230,11300000
Guinea-Bissau,Africa,GNB,2012,56.7,1420,1640000
Guyana,Americas,GUY,2012,66.0,6390,753000
Haiti,Americas,HTI,2012,61.6,1580,10300000
Honduras,Americas,HND,2012,71.8,4140,8510000
Hungary,Europe,HUN,2012,75.2,22500,9870000
Iceland,Europe,ISL,2012,82.2,39700,326000
India,Asia,IND,2012,67.0,4830,1260000000
Indonesia,Asia,IDN,2012,70.5,9250,249000000
Iran,Asia,IRN,2012,74.9,16500,76500000
Iraq,Asia,IRQ,2012,67.9,14600,32800000
Ireland,Europe,IRL,2012,80.8,44900,4680000
Israel,Asia,ISR,2012,81.9,30700,7700000
Italy,Europe,ITA,2012,81.9,35200,59700000
Jamaica,Americas,JAM,2012,74.8,8020,2840000
Japan,Asia,JPN,2012,83.2,36400,128000000
Jordan,Asia,JOR,2012,76.3,8960,7990000
Kazakhstan,Asia,KAZ,2012,69.7,22000,16900000
Kenya,Africa,KEN,2012,64.6,2600,43600000
Kiribati,Asia,KIR,2012,61.0,1760,107000
Kuwait,Asia,KWT,2012,79.3,77600,3400000
Kyrgyz Republic,Asia,KGZ,2012,69.6,2870,5590000
Lao,Asia,LAO,2012,65.2,4530,6420000
Latvia,Europe,LVA,2012,74.0,20800,2070000
Lebanon,Asia,LBN,2012,80.2,15000,4920000
Lesotho,Africa,LSO,2012,47.9,2620,2090000
Liberia,Africa,LBR,2012,62.1,772,4180000
Libya,Africa,LBY,2012,75.5,22900,6200000
Lithuania,Europe,LTU,2012,73.9,24100,3040000
Luxembourg,Europe,LUX,2012,81.7,89500,532000
"Macedonia, FYR",Europe,MKD,2012,74.2,11600,2070000
Madagascar,Africa,MDG,2012,61.4,1370,22300000
Malawi,Africa,MWI,2012,56.1,1040,16100000
Malaysia,Asia,MYS,2012,74.7,22600,29200000
Maldives,Asia,MDV,2012,78.6,11200,386000
Mali,Africa,MLI,2012,60.3,1800,16000000
Malta,Europe,MLT,2012,80.7,29100,421000
Marshall Islands,Asia,MHL,2012,64.1,3620,52700
Mauritania,Africa,MRT,2012,69.0,3460,3830000
Mauritius,Africa,MUS,2012,74.0,17100,1250000
Mexico,Americas,MEX,2012,75.9,16300,121000000
"Micronesia, Fed. Sts.",Asia,FSM,2012,65.6,3430,104000
Moldova,Europe,MDA,2012,71.6,4150,4070000
Mongolia,Asia,MNG,2012,67.0,9790,2810000
Montenegro,Europe,MNE,2012,76.5,14100,626000
Morocco,Africa,MAR,2012,74.1,6790,33300000
Mozambique,Africa,MOZ,2012,55.6,994,25700000
Myanmar,Asia,MMR,2012,68.0,4150,51000000
Namibia,Africa,NAM,2012,61.7,8970,2260000
Nepal,Asia,NPL,2012,69.2,2100,27600000
Netherlands,Europe,NLD,2012,81.1,45400,16800000
New Zealand,Asia,NZL,2012,81.2,33300,4470000
Nicaragua,Americas,NIC,2012,77.5,4450,5880000
Niger,Africa,NER,2012,59.8,863,17700000
Nigeria,Africa,NGA,2012,62.0,5340,167000000
North Korea,Asia,PRK,2012,70.3,1390,24900000
Norway,Europe,NOR,2012,81.5,62900,5010000
Oman,Asia,OMN,2012,76.7,43000,3460000
Pakistan,Asia,PAK,2012,66.1,4370,178000000
Palestine,Asia,PSE,2012,72.1,2750,4290000
Panama,Americas,PAN,2012,78.0,18200,3770000
Papua New Guinea,Asia,PNG,2012,59.3,2390,7430000
Paraguay,Americas,PRY,2012,74.1,7310,6380000
Peru,Americas,PER,2012,78.5,10900,30200000
Philippines,Asia,PHL,2012,69.3,5990,96900000
Poland,Europe,POL,2012,76.7,23200,38300000
Portugal,Europe,PRT,2012,80.3,25800,10600000
Qatar,Asia,QAT,2012,80.2,125000,2110000
Romania,Europe,ROU,2012,74.6,18300,20200000
Russia,Europe,RUS,2012,70.4,24900,143000000
Rwanda,Africa,RWA,2012,66.0,1510,10800000
Samoa,Asia,WSM,2012,71.4,5640,189000
Sao Tome and Principe,Africa,STP,2012,69.3,2720,183000
Saudi Arabia,Asia,SAU,2012,75.6,49700,29100000
Senegal,Africa,SEN,2012,64.8,2180,13700000
Serbia,Europe,SRB,2012,75.1,12900,8960000
Seychelles,Africa,SYC,2012,73.6,23800,92300
Sierra Leone,Africa,SLE,2012,56.4,1400,6770000
Singapore,Asia,SGP,2012,83.2,76000,5270000
Slovak Republic,Europe,SVK,2012,76.2,26200,5420000
Slovenia,Europe,SVN,2012,80.0,28000,2060000
Solomon Islands,Asia,SLB,2012,62.2,2020,552000
Somalia,Africa,SOM,2012,55.9,616,12800000
South Africa,Africa,ZAF,2012,57.5,12300,53000000
South Korea,Asia,KOR,2012,80.6,31800,50000000
South Sudan,Africa,SSD,2012,58.4,1810,10800000
Spain,Europe,ESP,2012,82.3,31100,46900000
Sri Lanka,Asia,LKA,2012,76.3,9980,20400000
St. Lucia,Americas,LCA,2012,76.1,10600,175000
St. Vincent and the Grenadines,Americas,VCT,2012,71.6,10000,109000
Sudan,Africa,SDN,2012,66.8,4100,36000000
Suriname,Americas,SUR,2012,70.7,15100,537000
Swaziland,Africa,SWZ,2012,50.5,7530,1250000
Sweden,Europe,SWE,2012,81.8,43300,9540000
Switzerland,Europe,CHE,2012,82.6,55900,8030000
Syria,Asia,SYR,2012,68.4,6300,20400000
Tajikistan,Asia,TJK,2012,70.5,2320,8000000
Tanzania,Africa,TZA,2012,60.7,2230,49100000
Thailand,Asia,THA,2012,77.2,14400,67800000
Timor-Leste,Asia,TLS,2012,72.0,2030,1160000
Togo,Africa,TGO,2012,60.4,1260,6860000
Tonga,Asia,TON,2012,70.0,5130,105000
Trinidad and Tobago,Americas,TTO,2012,72.8,31300,1340000
Tunisia,Africa,TUN,2012,77.1,10400,10900000
Turkey,Europe,TUR,2012,78.6,20300,74600000
Turkmenistan,Asia,TKM,2012,68.8,12200,5270000
Uganda,Africa,UGA,2012,58.6,1640,36300000
Ukraine,Europe,UKR,2012,71.1,8320,45300000
United Arab Emirates,Asia,ARE,2012,76.4,59800,8900000
United Kingdom,Europe,GBR,2012,80.7,36700,64300000
United States,Americas,USA,2012,78.9,50500,313000000
Uruguay,Americas,URY,2012,76.5,18500,3400000
Uzbekistan,Asia,UZB,2012,69.3,4770,29500000
Vanuatu,Asia,VUT,2012,63.3,2900,247000
Venezuela,Americas,VEN,2012,75.3,17700,29900000
Vietnam,Asia,VNM,2012,73.6,4910,90500000
Yemen,Asia,YEM,2012,67.9,3790,24900000
Zambia,Africa,ZMB,2012,54.5,3510,14700000
Zimbabwe,Africa,ZWE,2012,54.1,1850,14700000
Afghanistan,Asia,AFG,2017,58.4,1800,35500000
Albania,Europe,ALB,2017,77.9,11900,2930000
Algeria,Africa,DZA,2017,77.6,13800,41300000
Andorra,Europe,AND,2017,,49800,77000
Angola,Africa,AGO,2017,64.9,5940,29800000
Antigua and Barbuda,Americas,ATG,2017,77.4,20900,102000
Argentina,Americas,ARG,2017,76.8,18700,44300000
Armenia,Europe,ARM,2017,75.8,8410,2930000
Australia,Asia,AUS,2017,82.7,45100,24500000
Austria,Europe,AUT,2017,81.7,44400,8740000
Azerbaijan,Europe,AZE,2017,72.2,16200,9830000
Bahamas,Americas,BHS,2017,74.0,21700,395000
Bahrain,Asia,BHR,2017,77.0,44500,1490000
Bangladesh,Asia,BGD,2017,73.1,3520,165000000
Barbados,Americas,BRB,2017,76.7,15800,286000
Belarus,Europe,BLR,2017,73.6,16900,9470000
Belgium,Europe,BEL,2017,81.1,42400,11400000
Belize,Americas,BLZ,2017,72.2,7780,375000
Benin,Africa,BEN,2017,64.7,2080,11200000
Bhutan,Asia,BTN,2017,74.5,8870,808000
Bolivia,Americas,BOL,2017,73.6,6850,11100000
Bosnia and Herzegovina,Europe,BIH,2017,77.8,11600,3510000
Botswana,Africa,BWA,2017,66.3,16000,2290000
Brazil,Americas,BRA,2017,75.5,14200,209000000
Brunei,Asia,BRN,2017,77.2,71300,429000
Bulgaria,Europe,BGR,2017,75.2,18300,7080000
Burkina Faso,Africa,BFA,2017,61.2,1650,19200000
Burundi,Africa,BDI,2017,60.8,705,10900000
Cambodia,Asia,KHM,2017,69.0,3640,16000000
Cameroon,Africa,CMR,2017,60.7,3100,24100000
Canada,Americas,CAN,2017,82.0,43500,36600000
Cape Verde,Africa,CPV,2017,73.8,6240,546000
Central African Republic,Africa,CAF,2017,50.9,668,4660000
Chad,Africa,TCD,2017,60.2,1840,14900000
Chile,Americas,CHL,2017,80.5,23000,18100000
China,Asia,CHN,2017,76.8,15200,1410000000
Colombia,Americas,COL,2017,78.4,13400,49100000
Comoros,Africa,COM,2017,67.8,1420,814000
"Congo, Dem. Rep.",Africa,COD,2017,62.0,745,81300000
"Congo, Rep.",Africa,COG,2017,63.4,5650,5260000
Costa Rica,Americas,CRI,2017,81.2,15800,4910000
Cote d'Ivoire,Africa,CIV,2017,60.6,3600,24300000
Croatia,Europe,HRV,2017,77.5,22000,4190000
Cuba,Americas,CUB,2017,79.2,20000,11500000
Cyprus,Europe,CYP,2017,80.6,31700,1180000
Czech Republic,Europe,CZE,2017,79.2,31700,10600000
Denmark,Europe,DNK,2017,81.0,46100,5730000
Djibouti,Africa,DJI,2017,66.9,3400,957000
Dominica,Americas,DMA,2017,,10400,73900
Dominican Republic,Americas,DOM,2017,75.9,14700,10800000
Ecuador,Americas,ECU,2017,78.1,10300,16600000
Egypt,Africa,EGY,2017,72.4,10500,97600000
El Salvador,Americas,SLV,2017,75.5,8150,6380000
Equatorial Guinea,Africa,GNQ,2017,65.8,21900,1270000
Eritrea,Africa,ERI,2017,64.1,1250,5070000
Estonia,Europe,EST,2017,77.5,28600,1310000
Ethiopia,Africa,ETH,2017,66.0,1700,105000000
Fiji,Asia,FJI,2017,65.6,9150,906000
Finland,Europe,FIN,2017,81.9,39800,5520000
France,Europe,FRA,2017,82.5,38500,65000000
Gabon,Africa,GAB,2017,67.0,17000,2030000
Gambia,Africa,GMB,2017,67.6,1570,2100000
Georgia,Europe,GEO,2017,74.1,9640,3910000
Germany,Europe,DEU,2017,81.1,44600,82100000
Ghana,Africa,GHA,2017,66.3,4240,28800000
Greece,Europe,GRC,2017,81.2,24900,11200000
Grenada,Americas,GRD,2017,71.7,13200,108000
Guatemala,Americas,GTM,2017,73.0,7440,16900000
Guinea,Africa,GIN,2017,61.3,1240,12700000
Guinea-Bissau,Africa,GNB,2017,59.3,1510,1860000
Guyana,Americas,GUY,2017,68.0,7490,778000
Haiti,Americas,HTI,2017,64.3,1680,11000000
Honduras,Americas,HND,2017,72.9,4490,9270000
Hungary,Europe,HUN,2017,75.8,26200,9720000
Iceland,Europe,ISL,2017,82.4,46400,335000
India,Asia,IND,2017,68.9,6480,1340000000
Indonesia,Asia,IDN,2017,71.9,11200,264000000
Iran,Asia,IRN,2017,76.3,16800,81200000
Iraq,Asia,IRQ,2017,67.8,16100,38300000
Ireland,Europe,IRL,2017,81.3,64300,4760000
Israel,Asia,ISR,2017,82.3,33000,8320000
Italy,Europe,ITA,2017,82.5,34900,59400000
Jamaica,Americas,JAM,2017,75.0,8340,2890000
Japan,Asia,JPN,2017,84.0,38600,127000000
Jordan,Asia,JOR,2017,76.5,8410,9700000
Kazakhstan,Asia,KAZ,2017,71.8,23900,18200000
Kenya,Africa,KEN,2017,67.1,3010,49700000
Kiribati,Asia,KIR,2017,62.1,1900,116000
Kuwait,Asia,KWT,2017,79.8,67700,4140000
Kyrgyz Republic,Asia,KGZ,2017,71.3,3370,6050000
Lao,Asia,LAO,2017,67.6,6010,6860000
Latvia,Europe,LVA,2017,75.0,24600,1950000
Lebanon,Asia,LBN,2017,80.3,13200,6080000
Lesotho,Africa,LSO,2017,50.8,2870,2230000
Liberia,Africa,LBR,2017,64.9,776,4730000
Libya,Africa,LBY,2017,75.3,17900,6370000
Lithuania,Europe,LTU,2017,75.2,29100,2890000
Luxembourg,Europe,LUX,2017,82.2,98100,583000
"Macedonia, FYR",Europe,MKD,2017,75.0,13500,2080000
Madagascar,Africa,MDG,2017,63.0,1420,25600000
Malawi,Africa,MWI,2017,60.7,1110,18600000
