date,Date,CDID,Value,series
2017 APR,2017-04-15,WUMC,0.17,ClothingFootwear
2017 APR,2017-04-15,WUMD,0.19,HousingHouseService
2017 APR,2017-04-15,WUMP,0.1,FurnitureHousehold
2017 APR,2017-04-15,WUMQ,0.06,Health
2017 APR,2017-04-15,WUMW,1.0,Transport
2017 APR,2017-04-15,WUMX,0.05,Communication
2017 APR,2017-04-15,WUNC,0.14,RecreationCulture
2017 APR,2017-04-15,WUND,0.11,Education
2017 APR,2017-04-15,WUNE,0.39,RestaurantsHotels
2017 APR,2017-04-15,WUNG,0.16,Misc
2017 AUG,2017-08-15,WUMA,0.22,Food
2017 AUG,2017-08-15,WUMB,0.19,AlcoholTobacco
2017 AUG,2017-08-15,WUMC,0.32,ClothingFootwear
2017 AUG,2017-08-15,WUMD,0.26,HousingHouseService
2017 AUG,2017-08-15,WUMP,0.25,FurnitureHousehold
2017 AUG,2017-08-15,WUMQ,0.07,Health
2017 AUG,2017-08-15,WUMW,0.51,Transport
2017 AUG,2017-08-15,WUMX,0.05,Communication
2017 AUG,2017-08-15,WUNC,0.27,RecreationCulture
2017 AUG,2017-08-15,WUND,0.11,Education
2017 AUG,2017-08-15,WUNE,0.44,RestaurantsHotels
2017 AUG,2017-08-15,WUNG,0.18,Misc
2017 DEC,2017-12-15,WUMA,0.4,Food
2017 DEC,2017-12-15,WUMB,0.23,AlcoholTobacco
2017 DEC,2017-12-15,WUMC,0.23,ClothingFootwear
2017 DEC,2017-12-15,WUMD,0.27,HousingHouseService
2017 DEC,2017-12-15,WUMP,0.2,FurnitureHousehold
2017 DEC,2017-12-15,WUMQ,0.08,Health
2017 DEC,2017-12-15,WUMW,0.61,Transport
2017 DEC,2017-12-15,WUMX,0.03,Communication
2017 DEC,2017-12-15,WUNC,0.4,RecreationCulture
2017 DEC,2017-12-15,WUND,0.06,Education
2017 DEC,2017-12-15,WUNE,0.39,RestaurantsHotels
2017 DEC,2017-12-15,WUNG,0.07,Misc
2017 FEB,2017-02-15,WUMA,0.02,Food
2017 FEB,2017-02-15,WUMB,0.12,AlcoholTobacco
2017 FEB,2017-02-15,WUMC,-0.01,ClothingFootwear
2017 FEB,2017-02-15,WUMD,0.09,HousingHouseService
2017 FEB,2017-02-15,WUMP,0.07,FurnitureHousehold
2017 FEB,2017-02-15,WUMQ,0.06,Health
2017 FEB,2017-02-15,WUMW,1.06,Transport
2017 FEB,2017-02-15,WUMX,0.07,Communication
2017 FEB,2017-02-15,WUNC,0.23,RecreationCulture
2017 FEB,2017-02-15,WUND,0.11,Education
2017 FEB,2017-02-15,WUNE,0.4,RestaurantsHotels
2017 FEB,2017-02-15,WUNG,0.11,Misc
2017 JAN,2017-01-15,WUMA,-0.05,Food
2017 JAN,2017-01-15,WUMB,0.1,AlcoholTobacco
2017 JAN,2017-01-15,WUMC,-0.01,ClothingFootwear
2017 JAN,2017-01-15,WUMD,0.07,HousingHouseService
2017 JAN,2017-01-15,WUMP,0.02,FurnitureHousehold
2017 JAN,2017-01-15,WUMQ,0.05,Health
2017 JAN,2017-01-15,WUMW,0.87,Transport
2017 JAN,2017-01-15,WUMX,0.07,Communication
2017 JAN,2017-01-15,WUNC,0.14,RecreationCulture
2017 JAN,2017-01-15,WUND,0.11,Education
2017 JAN,2017-01-15,WUNE,0.37,RestaurantsHotels
2017 JAN,2017-01-15,WUNG,0.08,Misc
2017 JUL,2017-07-15,WUMA,0.26,Food
2017 JUL,2017-07-15,WUMB,0.21,AlcoholTobacco
2017 JUL,2017-07-15,WUMC,0.21,ClothingFootwear
2017 JUL,2017-07-15,WUMD,0.26,HousingHouseService
2017 JUL,2017-07-15,WUMP,0.22,FurnitureHousehold
2017 JUL,2017-07-15,WUMQ,0.07,Health
2017 JUL,2017-07-15,WUMW,0.49,Transport
2017 JUL,2017-07-15,WUMX,0.02,Communication
2017 JUL,2017-07-15,WUNC,0.21,RecreationCulture
2017 JUL,2017-07-15,WUND,0.11,Education
2017 JUL,2017-07-15,WUNE,0.39,RestaurantsHotels
2017 JUL,2017-07-15,WUNG,0.18,Misc
2017 JUN,2017-06-15,WUMA,0.23,Food
2017 JUN,2017-06-15,WUMB,0.21,AlcoholTobacco
2017 JUN,2017-06-15,WUMC,0.19,ClothingFootwear
2017 JUN,2017-06-15,WUMD,0.23,HousingHouseService
2017 JUN,2017-06-15,WUMP,0.19,FurnitureHousehold
2017 JUN,2017-06-15,WUMQ,0.06,Health
2017 JUN,2017-06-15,WUMW,0.58,Transport
2017 JUN,2017-06-15,WUMX,0.04,Communication
2017 JUN,2017-06-15,WUNC,0.23,RecreationCulture
2017 JUN,2017-06-15,WUND,0.11,Education
2017 JUN,2017-06-15,WUNE,0.41,RestaurantsHotels
2017 JUN,2017-06-15,WUNG,0.17,Misc
2017 MAR,2017-03-15,WUMA,0.12,Food
2017 MAR,2017-03-15,WUMB,0.2,AlcoholTobacco
2017 MAR,2017-03-15,WUMC,0.07,ClothingFootwear
2017 MAR,2017-03-15,WUMD,0.13,HousingHouseService
2017 MAR,2017-03-15,WUMP,0.07,FurnitureHousehold
2017 MAR,2017-03-15,WUMQ,0.06,Health
2017 MAR,2017-03-15,WUMW,0.72,Transport
2017 MAR,2017-03-15,WUMX,0.08,Communication
2017 MAR,2017-03-15,WUNC,0.23,RecreationCulture
2017 MAR,2017-03-15,WUND,0.11,Education
2017 MAR,2017-03-15,WUNE,0.36,RestaurantsHotels
2017 MAR,2017-03-15,WUNG,0.17,Misc
2017 MAY,2017-05-15,WUMA,0.22,Food
2017 MAY,2017-05-15,WUMB,0.21,AlcoholTobacco
2017 MAY,2017-05-15,WUMC,0.22,ClothingFootwear
2017 MAY,2017-05-15,WUMD,0.25,HousingHouseService
2017 MAY,2017-05-15,WUMP,0.14,FurnitureHousehold
2017 MAY,2017-05-15,WUMQ,0.06,Health
2017 MAY,2017-05-15,WUMW,0.73,Transport
2017 MAY,2017-05-15,WUMX,0.04,Communication
2017 MAY,2017-05-15,WUNC,0.34,RecreationCulture
2017 MAY,2017-05-15,WUND,0.11,Education
2017 MAY,2017-05-15,WUNE,0.39,RestaurantsHotels
2017 MAY,2017-05-15,WUNG,0.16,Misc
2017 NOV,2017-11-15,WUMA,0.41,Food
2017 NOV,2017-11-15,WUMB,0.19,AlcoholTobacco
2017 NOV,2017-11-15,WUMC,0.23,ClothingFootwear
2017 NOV,2017-11-15,WUMD,0.28,HousingHouseService
2017 NOV,2017-11-15,WUMP,0.17,FurnitureHousehold
2017 NOV,2017-11-15,WUMQ,0.09,Health
2017 NOV,2017-11-15,WUMW,0.7,Transport
2017 NOV,2017-11-15,WUMX,0.04,Communication
2017 NOV,2017-11-15,WUNC,0.46,RecreationCulture
2017 NOV,2017-11-15,WUND,0.06,Education
2017 NOV,2017-11-15,WUNE,0.41,RestaurantsHotels
2017 NOV,2017-11-15,WUNG,0.05,Misc
2017 OCT,2017-10-15,WUMA,0.4,Food
2017 OCT,2017-10-15,WUMB,0.18,AlcoholTobacco
2017 OCT,2017-10-15,WUMC,0.24,ClothingFootwear
2017 OCT,2017-10-15,WUMD,0.27,HousingHouseService
2017 OCT,2017-10-15,WUMP,0.18,FurnitureHousehold
2017 OCT,2017-10-15,WUMQ,0.09,Health
2017 OCT,2017-10-15,WUMW,0.63,Transport
2017 OCT,2017-10-15,WUMX,0.04,Communication
2017 OCT,2017-10-15,WUNC,0.42,RecreationCulture
2017 OCT,2017-10-15,WUND,0.06,Education
2017 OCT,2017-10-15,WUNE,0.4,RestaurantsHotels
2017 OCT,2017-10-15,WUNG,0.09,Misc
2017 SEP,2017-09-15,WUMA,0.31,Food
2017 SEP,2017-09-15,WUMB,0.18,AlcoholTobacco
2017 SEP,2017-09-15,WUMC,0.25,ClothingFootwear
2017 SEP,2017-09-15,WUMD,0.25,HousingHouseService
2017 SEP,2017-09-15,WUMP,0.24,FurnitureHousehold
2017 SEP,2017-09-15,WUMQ,0.06,Health
2017 SEP,2017-09-15,WUMW,0.66,Transport
2017 SEP,2017-09-15,WUMX,0.05,Communication
2017 SEP,2017-09-15,WUNC,0.37,RecreationCulture
2017 SEP,2017-09-15,WUND,0.07,Education
2017 SEP,2017-09-15,WUNE,0.39,RestaurantsHotels
2017 SEP,2017-09-15,WUNG,0.14,Misc
2018 APR,2018-04-15,WUMA,0.27,Food
2018 APR,2018-04-15,WUMB,0.17,AlcoholTobacco
2018 APR,2018-04-15,WUMC,0.13,ClothingFootwear
2018 APR,2018-04-15,WUMD,0.25,HousingHouseService
2018 APR,2018-04-15,WUMP,0.16,FurnitureHousehold
2018 APR,2018-04-15,WUMQ,0.07,Health
2018 APR,2018-04-15,WUMW,0.39,Transport
2018 APR,2018-04-15,WUMX,0.03,Communication
2018 APR,2018-04-15,WUNC,0.51,RecreationCulture
2018 APR,2018-04-15,WUND,0.06,Education
2018 APR,2018-04-15,WUNE,0.34,RestaurantsHotels
2018 APR,2018-04-15,WUNG,0.0,Misc
2018 AUG,2018-08-15,WUMA,0.25,Food
2018 AUG,2018-08-15,WUMB,0.17,AlcoholTobacco
2018 AUG,2018-08-15,WUMC,0.03,ClothingFootwear
2018 AUG,2018-08-15,WUMD,0.29,HousingHouseService
2018 AUG,2018-08-15,WUMP,0.04,FurnitureHousehold
2018 AUG,2018-08-15,WUMQ,0.06,Health
2018 AUG,2018-08-15,WUMW,0.97,Transport
2018 AUG,2018-08-15,WUMX,0.01,Communication
2018 AUG,2018-08-15,WUNC,0.53,RecreationCulture
2018 AUG,2018-08-15,WUND,0.06,Education
2018 AUG,2018-08-15,WUNE,0.31,RestaurantsHotels
2018 AUG,2018-08-15,WUNG,-0.07,Misc
2018 DEC,2018-12-15,WUMA,0.08,Food
2018 DEC,2018-12-15,WUMB,0.17,AlcoholTobacco
2018 DEC,2018-12-15,WUMC,-0.06,ClothingFootwear
2018 DEC,2018-12-15,WUMD,0.37,HousingHouseService
2018 DEC,2018-12-15,WUMP,0.02,FurnitureHousehold
2018 DEC,2018-12-15,WUMQ,0.06,Health
2018 DEC,2018-12-15,WUMW,0.53,Transport
2018 DEC,2018-12-15,WUMX,0.07,Communication
2018 DEC,2018-12-15,WUNC,0.42,RecreationCulture
2018 DEC,2018-12-15,WUND,0.07,Education
2018 DEC,2018-12-15,WUNE,0.37,RestaurantsHotels
2018 DEC,2018-12-15,WUNG,0.01,Misc
2018 FEB,2018-02-15,WUMA,0.31,Food
2018 FEB,2018-02-15,WUMB,0.24,AlcoholTobacco
2018 FEB,2018-02-15,WUMC,0.29,ClothingFootwear
2018 FEB,2018-02-15,WUMD,0.26,HousingHouseService
2018 FEB,2018-02-15,WUMP,0.21,FurnitureHousehold
2018 FEB,2018-02-15,WUMQ,0.07,Health
2018 FEB,2018-02-15,WUMW,0.45,Transport
2018 FEB,2018-02-15,WUMX,-0.01,Communication
2018 FEB,2018-02-15,WUNC,0.44,RecreationCulture
2018 FEB,2018-02-15,WUND,0.06,Education
2018 FEB,2018-02-15,WUNE,0.31,RestaurantsHotels
2018 FEB,2018-02-15,WUNG,0.08,Misc
2018 JAN,2018-01-15,WUMA,0.38,Food
2018 JAN,2018-01-15,WUMB,0.24,AlcoholTobacco
2018 JAN,2018-01-15,WUMC,0.26,ClothingFootwear
2018 JAN,2018-01-15,WUMD,0.26,HousingHouseService
2018 JAN,2018-01-15,WUMP,0.19,FurnitureHousehold
2018 JAN,2018-01-15,WUMQ,0.08,Health
2018 JAN,2018-01-15,WUMW,0.56,Transport
2018 JAN,2018-01-15,WUMX,0.03,Communication
2018 JAN,2018-01-15,WUNC,0.48,RecreationCulture
2018 JAN,2018-01-15,WUND,0.06,Education
2018 JAN,2018-01-15,WUNE,0.39,RestaurantsHotels
2018 JAN,2018-01-15,WUNG,0.07,Misc
2018 JUL,2018-07-15,WUMA,0.23,Food
2018 JUL,2018-07-15,WUMB,0.15,AlcoholTobacco
2018 JUL,2018-07-15,WUMC,-0.01,ClothingFootwear
2018 JUL,2018-07-15,WUMD,0.29,HousingHouseService
2018 JUL,2018-07-15,WUMP,0.08,FurnitureHousehold
2018 JUL,2018-07-15,WUMQ,0.06,Health
2018 JUL,2018-07-15,WUMW,0.91,Transport
2018 JUL,2018-07-15,WUMX,0.04,Communication
2018 JUL,2018-07-15,WUNC,0.46,RecreationCulture
2018 JUL,2018-07-15,WUND,0.06,Education
2018 JUL,2018-07-15,WUNE,0.3,RestaurantsHotels
2018 JUL,2018-07-15,WUNG,-0.1,Misc
2018 JUN,2018-06-15,WUMA,0.21,Food
2018 JUN,2018-06-15,WUMB,0.17,AlcoholTobacco
2018 JUN,2018-06-15,WUMC,0.04,ClothingFootwear
2018 JUN,2018-06-15,WUMD,0.27,HousingHouseService
2018 JUN,2018-06-15,WUMP,0.12,FurnitureHousehold
2018 JUN,2018-06-15,WUMQ,0.06,Health
2018 JUN,2018-06-15,WUMW,0.86,Transport
2018 JUN,2018-06-15,WUMX,0.02,Communication
2018 JUN,2018-06-15,WUNC,0.36,RecreationCulture
2018 JUN,2018-06-15,WUND,0.06,Education
2018 JUN,2018-06-15,WUNE,0.32,RestaurantsHotels
2018 JUN,2018-06-15,WUNG,-0.02,Misc
2018 MAR,2018-03-15,WUMA,0.31,Food
2018 MAR,2018-03-15,WUMB,0.15,AlcoholTobacco
2018 MAR,2018-03-15,WUMC,0.19,ClothingFootwear
2018 MAR,2018-03-15,WUMD,0.25,HousingHouseService
2018 MAR,2018-03-15,WUMP,0.16,FurnitureHousehold
2018 MAR,2018-03-15,WUMQ,0.07,Health
2018 MAR,2018-03-15,WUMW,0.48,Transport
2018 MAR,2018-03-15,WUMX,-0.01,Communication
2018 MAR,2018-03-15,WUNC,0.48,RecreationCulture
2018 MAR,2018-03-15,WUND,0.06,Education
2018 MAR,2018-03-15,WUNE,0.32,RestaurantsHotels
2018 MAR,2018-03-15,WUNG,-0.01,Misc
2018 MAY,2018-05-15,WUMA,0.23,Food
2018 MAY,2018-05-15,WUMB,0.17,AlcoholTobacco
2018 MAY,2018-05-15,WUMC,0.11,ClothingFootwear
2018 MAY,2018-05-15,WUMD,0.19,HousingHouseService
2018 MAY,2018-05-15,WUMP,0.13,FurnitureHousehold
2018 MAY,2018-05-15,WUMQ,0.06,Health
2018 MAY,2018-05-15,WUMW,0.75,Transport
2018 MAY,2018-05-15,WUMX,0.02,Communication
2018 MAY,2018-05-15,WUNC,0.39,RecreationCulture
2018 MAY,2018-05-15,WUND,0.06,Education
2018 MAY,2018-05-15,WUNE,0.32,RestaurantsHotels
2018 MAY,2018-05-15,WUNG,0.0,Misc
2018 NOV,2018-11-15,WUMA,0.05,Food
2018 NOV,2018-11-15,WUMB,0.24,AlcoholTobacco
2018 NOV,2018-11-15,WUMC,-0.06,ClothingFootwear
2018 NOV,2018-11-15,WUMD,0.38,HousingHouseService
2018 NOV,2018-11-15,WUMP,0.04,FurnitureHousehold
2018 NOV,2018-11-15,WUMQ,0.06,Health
2018 NOV,2018-11-15,WUMW,0.76,Transport
2018 NOV,2018-11-15,WUMX,0.04,Communication
2018 NOV,2018-11-15,WUNC,0.38,RecreationCulture
2018 NOV,2018-11-15,WUND,0.07,Education
2018 NOV,2018-11-15,WUNE,0.32,RestaurantsHotels
2018 NOV,2018-11-15,WUNG,0.03,Misc
2018 OCT,2018-10-15,WUMA,0.09,Food
2018 OCT,2018-10-15,WUMB,0.16,AlcoholTobacco
2018 OCT,2018-10-15,WUMC,-0.07,ClothingFootwear
2018 OCT,2018-10-15,WUMD,0.39,HousingHouseService
2018 OCT,2018-10-15,WUMP,0.04,FurnitureHousehold
2018 OCT,2018-10-15,WUMQ,0.06,Health
2018 OCT,2018-10-15,WUMW,0.84,Transport
2018 OCT,2018-10-15,WUMX,0.05,Communication
2018 OCT,2018-10-15,WUNC,0.48,RecreationCulture
2018 OCT,2018-10-15,WUND,0.07,Education
2018 OCT,2018-10-15,WUNE,0.29,RestaurantsHotels
2018 OCT,2018-10-15,WUNG,0.0,Misc
2018 SEP,2018-09-15,WUMA,0.16,Food
2018 SEP,2018-09-15,WUMB,0.17,AlcoholTobacco
2018 SEP,2018-09-15,WUMC,-0.03,ClothingFootwear
2018 SEP,2018-09-15,WUMD,0.35,HousingHouseService
2018 SEP,2018-09-15,WUMP,0.03,FurnitureHousehold
2018 SEP,2018-09-15,WUMQ,0.07,Health
2018 SEP,2018-09-15,WUMW,0.88,Transport
2018 SEP,2018-09-15,WUMX,0.02,Communication
2018 SEP,2018-09-15,WUNC,0.45,RecreationCulture
2018 SEP,2018-09-15,WUND,0.06,Education
2018 SEP,2018-09-15,WUNE,0.3,RestaurantsHotels
2018 SEP,2018-09-15,WUNG,-0.03,Misc
2019 APR,2019-04-15,WUMA,0.07,Food
2019 APR,2019-04-15,WUMB,0.16,AlcoholTobacco
2019 APR,2019-04-15,WUMC,-0.13,ClothingFootwear
2019 APR,2019-04-15,WUMD,0.44,HousingHouseService
2019 APR,2019-04-15,WUMP,0.01,FurnitureHousehold
2019 APR,2019-04-15,WUMQ,0.06,Health
2019 APR,2019-04-15,WUMW,0.72,Transport
2019 APR,2019-04-15,WUMX,0.11,Communication
2019 APR,2019-04-15,WUNC,0.23,RecreationCulture
2019 APR,2019-04-15,WUND,0.07,Education
2019 APR,2019-04-15,WUNE,0.29,RestaurantsHotels
2019 APR,2019-04-15,WUNG,0.09,Misc
2019 AUG,2019-08-15,WUMA,0.18,Food
2019 AUG,2019-08-15,WUMB,0.13,AlcoholTobacco
2019 AUG,2019-08-15,WUMC,-0.05,ClothingFootwear
2019 AUG,2019-08-15,WUMD,0.31,HousingHouseService
2019 AUG,2019-08-15,WUMP,0.05,FurnitureHousehold
2019 AUG,2019-08-15,WUMQ,0.07,Health
2019 AUG,2019-08-15,WUMW,0.22,Transport
2019 AUG,2019-08-15,WUMX,0.09,Communication
2019 AUG,2019-08-15,WUNC,0.18,RecreationCulture
2019 AUG,2019-08-15,WUND,0.07,Education
2019 AUG,2019-08-15,WUNE,0.33,RestaurantsHotels
2019 AUG,2019-08-15,WUNG,0.17,Misc
2019 DEC,2019-12-15,WUMA,0.17,Food
2019 DEC,2019-12-15,WUMB,0.06,AlcoholTobacco
2019 DEC,2019-12-15,WUMC,-0.06,ClothingFootwear
2019 DEC,2019-12-15,WUMD,0.05,HousingHouseService
2019 DEC,2019-12-15,WUMP,0.1,FurnitureHousehold
2019 DEC,2019-12-15,WUMQ,0.08,Health
2019 DEC,2019-12-15,WUMW,0.11,Transport
2019 DEC,2019-12-15,WUMX,0.1,Communication
2019 DEC,2019-12-15,WUNC,0.23,RecreationCulture
2019 DEC,2019-12-15,WUND,0.06,Education
2019 DEC,2019-12-15,WUNE,0.2,RestaurantsHotels
2019 DEC,2019-12-15,WUNG,0.2,Misc
2019 FEB,2019-02-15,WUMA,0.12,Food
2019 FEB,2019-02-15,WUMB,0.21,AlcoholTobacco
2019 FEB,2019-02-15,WUMC,-0.14,ClothingFootwear
2019 FEB,2019-02-15,WUMD,0.16,HousingHouseService
2019 FEB,2019-02-15,WUMP,0.02,FurnitureHousehold
2019 FEB,2019-02-15,WUMQ,0.06,Health
2019 FEB,2019-02-15,WUMW,0.48,Transport
2019 FEB,2019-02-15,WUMX,0.09,Communication
2019 FEB,2019-02-15,WUNC,0.47,RecreationCulture
2019 FEB,2019-02-15,WUND,0.07,Education
2019 FEB,2019-02-15,WUNE,0.32,RestaurantsHotels
2019 FEB,2019-02-15,WUNG,0.02,Misc
2019 JAN,2019-01-15,WUMA,0.09,Food
2019 JAN,2019-01-15,WUMB,0.17,AlcoholTobacco
2019 JAN,2019-01-15,WUMC,-0.09,ClothingFootwear
2019 JAN,2019-01-15,WUMD,0.15,HousingHouseService
2019 JAN,2019-01-15,WUMP,0.05,FurnitureHousehold
2019 JAN,2019-01-15,WUMQ,0.06,Health
2019 JAN,2019-01-15,WUMW,0.5,Transport
2019 JAN,2019-01-15,WUMX,0.07,Communication
2019 JAN,2019-01-15,WUNC,0.43,RecreationCulture
2019 JAN,2019-01-15,WUND,0.07,Education
2019 JAN,2019-01-15,WUNE,0.31,RestaurantsHotels
2019 JAN,2019-01-15,WUNG,0.02,Misc
2019 JUL,2019-07-15,WUMA,0.14,Food
2019 JUL,2019-07-15,WUMB,0.15,AlcoholTobacco
2019 JUL,2019-07-15,WUMC,0.03,ClothingFootwear
2019 JUL,2019-07-15,WUMD,0.32,HousingHouseService
2019 JUL,2019-07-15,WUMP,0.06,FurnitureHousehold
2019 JUL,2019-07-15,WUMQ,0.07,Health
2019 JUL,2019-07-15,WUMW,0.23,Transport
2019 JUL,2019-07-15,WUMX,0.09,Communication
2019 JUL,2019-07-15,WUNC,0.37,RecreationCulture
2019 JUL,2019-07-15,WUND,0.07,Education
2019 JUL,2019-07-15,WUNE,0.37,RestaurantsHotels
2019 JUL,2019-07-15,WUNG,0.16,Misc
2019 JUN,2019-06-15,WUMA,0.16,Food
2019 JUN,2019-06-15,WUMB,0.15,AlcoholTobacco
2019 JUN,2019-06-15,WUMC,-0.03,ClothingFootwear
2019 JUN,2019-06-15,WUMD,0.38,HousingHouseService
2019 JUN,2019-06-15,WUMP,0.06,FurnitureHousehold
2019 JUN,2019-06-15,WUMQ,0.07,Health
2019 JUN,2019-06-15,WUMW,0.37,Transport
2019 JUN,2019-06-15,WUMX,0.1,Communication
2019 JUN,2019-06-15,WUNC,0.27,RecreationCulture
2019 JUN,2019-06-15,WUND,0.07,Education
2019 JUN,2019-06-15,WUNE,0.3,RestaurantsHotels
2019 JUN,2019-06-15,WUNG,0.1,Misc
2019 MAR,2019-03-15,WUMA,0.08,Food
2019 MAR,2019-03-15,WUMB,0.21,AlcoholTobacco
2019 MAR,2019-03-15,WUMC,-0.11,ClothingFootwear
2019 MAR,2019-03-15,WUMD,0.16,HousingHouseService
2019 MAR,2019-03-15,WUMP,0.04,FurnitureHousehold
2019 MAR,2019-03-15,WUMQ,0.07,Health
2019 MAR,2019-03-15,WUMW,0.52,Transport
2019 MAR,2019-03-15,WUMX,0.09,Communication
2019 MAR,2019-03-15,WUNC,0.41,RecreationCulture
2019 MAR,2019-03-15,WUND,0.07,Education
2019 MAR,2019-03-15,WUNE,0.33,RestaurantsHotels
2019 MAR,2019-03-15,WUNG,0.05,Misc
2019 MAY,2019-05-15,WUMA,0.1,Food
2019 MAY,2019-05-15,WUMB,0.13,AlcoholTobacco
2019 MAY,2019-05-15,WUMC,-0.11,ClothingFootwear
2019 MAY,2019-05-15,WUMD,0.45,HousingHouseService
2019 MAY,2019-05-15,WUMP,0.04,FurnitureHousehold
2019 MAY,2019-05-15,WUMQ,0.07,Health
2019 MAY,2019-05-15,WUMW,0.43,Transport
2019 MAY,2019-05-15,WUMX,0.12,Communication
2019 MAY,2019-05-15,WUNC,0.28,RecreationCulture
2019 MAY,2019-05-15,WUND,0.07,Education
2019 MAY,2019-05-15,WUNE,0.34,RestaurantsHotels
2019 MAY,2019-05-15,WUNG,0.11,Misc
2019 NOV,2019-11-15,WUMA,0.21,Food
2019 NOV,2019-11-15,WUMB,0.08,AlcoholTobacco
2019 NOV,2019-11-15,WUMC,0.0,ClothingFootwear
2019 NOV,2019-11-15,WUMD,0.04,HousingHouseService
2019 NOV,2019-11-15,WUMP,0.07,FurnitureHousehold
2019 NOV,2019-11-15,WUMQ,0.08,Health
2019 NOV,2019-11-15,WUMW,0.14,Transport
2019 NOV,2019-11-15,WUMX,0.08,Communication
2019 NOV,2019-11-15,WUNC,0.24,RecreationCulture
2019 NOV,2019-11-15,WUND,0.06,Education
2019 NOV,2019-11-15,WUNE,0.29,RestaurantsHotels
2019 NOV,2019-11-15,WUNG,0.18,Misc
2019 OCT,2019-10-15,WUMA,0.13,Food
2019 OCT,2019-10-15,WUMB,0.14,AlcoholTobacco
2019 OCT,2019-10-15,WUMC,0.03,ClothingFootwear
2019 OCT,2019-10-15,WUMD,0.03,HousingHouseService
2019 OCT,2019-10-15,WUMP,0.06,FurnitureHousehold
2019 OCT,2019-10-15,WUMQ,0.07,Health
2019 OCT,2019-10-15,WUMW,0.12,Transport
2019 OCT,2019-10-15,WUMX,0.08,Communication
2019 OCT,2019-10-15,WUNC,0.18,RecreationCulture
2019 OCT,2019-10-15,WUND,0.06,Education
2019 OCT,2019-10-15,WUNE,0.38,RestaurantsHotels
2019 OCT,2019-10-15,WUNG,0.18,Misc
2019 SEP,2019-09-15,WUMA,0.18,Food
2019 SEP,2019-09-15,WUMB,0.12,AlcoholTobacco
2019 SEP,2019-09-15,WUMC,-0.07,ClothingFootwear
2019 SEP,2019-09-15,WUMD,0.26,HousingHouseService
2019 SEP,2019-09-15,WUMP,0.12,FurnitureHousehold
2019 SEP,2019-09-15,WUMQ,0.07,Health
2019 SEP,2019-09-15,WUMW,0.1,Transport
2019 SEP,2019-09-15,WUMX,0.1,Communication
2019 SEP,2019-09-15,WUNC,0.22,RecreationCulture
2019 SEP,2019-09-15,WUND,0.07,Education
2019 SEP,2019-09-15,WUNE,0.39,RestaurantsHotels
2019 SEP,2019-09-15,WUNG,0.16,Misc
2020 APR,2020-04-15,WUMA,0.13,Food
2020 APR,2020-04-15,WUMB,0.1,AlcoholTobacco
2020 APR,2020-04-15,WUMC,-0.18,ClothingFootwear
2020 APR,2020-04-15,WUMD,-0.15,HousingHouseService
2020 APR,2020-04-15,WUMP,-0.01,FurnitureHousehold
2020 APR,2020-04-15,WUMQ,0.06,Health
2020 APR,2020-04-15,WUMW,-0.16,Transport
2020 APR,2020-04-15,WUMX,0.1,Communication
2020 APR,2020-04-15,WUNC,0.4,RecreationCulture
2020 APR,2020-04-15,WUND,0.06,Education
2020 APR,2020-04-15,WUNE,0.29,RestaurantsHotels
2020 APR,2020-04-15,WUNG,0.12,Misc
2020 AUG,2020-08-15,WUMA,0.04,Food
2020 AUG,2020-08-15,WUMB,0.08,AlcoholTobacco
2020 AUG,2020-08-15,WUMC,-0.07,ClothingFootwear
2020 AUG,2020-08-15,WUMD,-0.11,HousingHouseService
2020 AUG,2020-08-15,WUMP,0.04,FurnitureHousehold
2020 AUG,2020-08-15,WUMQ,0.07,Health
2020 AUG,2020-08-15,WUMW,-0.16,Transport
2020 AUG,2020-08-15,WUMX,0.09,Communication
2020 AUG,2020-08-15,WUNC,0.45,RecreationCulture
2020 AUG,2020-08-15,WUND,0.06,Education
2020 AUG,2020-08-15,WUNE,-0.34,RestaurantsHotels
2020 AUG,2020-08-15,WUNG,0.09,Misc
2020 DEC,2020-12-15,WUMA,-0.14,Food
2020 DEC,2020-12-15,WUMB,0.14,AlcoholTobacco
2020 DEC,2020-12-15,WUMC,-0.12,ClothingFootwear
2020 DEC,2020-12-15,WUMD,-0.17,HousingHouseService
2020 DEC,2020-12-15,WUMP,-0.04,FurnitureHousehold
2020 DEC,2020-12-15,WUMQ,0.03,Health
2020 DEC,2020-12-15,WUMW,0.28,Transport
2020 DEC,2020-12-15,WUMX,0.06,Communication
2020 DEC,2020-12-15,WUNC,0.44,RecreationCulture
2020 DEC,2020-12-15,WUND,0.06,Education
2020 DEC,2020-12-15,WUNE,0.01,RestaurantsHotels
2020 DEC,2020-12-15,WUNG,0.05,Misc
2020 FEB,2020-02-15,WUMA,0.12,Food
2020 FEB,2020-02-15,WUMB,0.03,AlcoholTobacco
2020 FEB,2020-02-15,WUMC,0.02,ClothingFootwear
2020 FEB,2020-02-15,WUMD,0.24,HousingHouseService
2020 FEB,2020-02-15,WUMP,0.02,FurnitureHousehold
2020 FEB,2020-02-15,WUMQ,0.08,Health
2020 FEB,2020-02-15,WUMW,0.28,Transport
2020 FEB,2020-02-15,WUMX,0.11,Communication
2020 FEB,2020-02-15,WUNC,0.23,RecreationCulture
2020 FEB,2020-02-15,WUND,0.06,Education
2020 FEB,2020-02-15,WUNE,0.3,RestaurantsHotels
