sentences,axes,axes2,ptypes,dnames,vids,scores,scores2
"Got a bar graph here, how many things we got.",Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,1,1
"Look at this bar graph, it's about how many things we got.",Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,2,1
This bar graph shows the number of items we have.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,3,1
This bar chart represents the quantity of orders we have.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,4,1
This bar chart explicitly illustrates the quantity of orders we have.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,5,1
"Bar graph here, showing the stuff we got.",Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,1,2
"This bar graph, it's showing the quantity of our orders.",Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,2,2
This bar graph represents the quantity of our orders.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,3,2
This bar chart is a representation of our order quantity.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,4,2
This bar chart provides a clear representation of our order quantity.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,5,2
"Got a bar chart here, showing the count.",Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,1,3
"This bar chart, it's showing the count of our orders.",Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,2,3
This bar chart represents the count of our orders.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,3,3
This bar chart is a representation of the count of our orders.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,4,3
This bar chart provides a clear representation of the count of our orders.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,5,3
"We have a bar chart here, showing the data points.",Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,1,4
"This bar chart, it's showing the count of data points.",Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,2,4
This bar chart represents the count of data points.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,3,4
This bar chart is a representation of the count of data points.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,4,4
This bar chart provides a clear representation of the count of data points.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,5,4
"We have a bar chart here, illustrating the data points.",Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,1,5
"This bar chart, it's illustrating the count of data points.",Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,2,5
This bar chart represents the count of data points.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,3,5
This bar chart is a representation of the count of data points.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,4,5
This bar chart provides an explicit representation of the count of data points.,Colloquial-Standard,Implicit-Explicit,query,superstore,histogram,5,5
"We're looking at a simple graph here, showing how many orders we've got, and how many times each order quantity comes up.",Non-technical-Technical,Subjective-Objective,query,superstore,histogram,1,1
This is a simple graph showing the number of orders and how often each quantity appears.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,2,1
This graph represents the number of orders and the frequency of each order quantity.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,3,1
This is a bar graph representing the quantity of orders and the frequency of each quantity.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,4,1
This bar chart represents the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,5,1
"We've got a bar chart here, showing the quantity of orders and how many times each quantity comes up.",Non-technical-Technical,Subjective-Objective,query,superstore,histogram,1,2
This bar chart shows the quantity of orders and the frequency of each quantity.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,2,2
The bar chart represents the quantity of orders and the frequency of each quantity.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,3,2
This bar chart illustrates the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,4,2
The bar chart represents the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,5,2
"We're looking at a bar chart here, showing the order quantity and the count of data points.",Non-technical-Technical,Subjective-Objective,query,superstore,histogram,1,3
This bar chart shows the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,2,3
The bar chart represents the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,3,3
This bar chart illustrates the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,4,3
The bar chart represents the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,5,3
"We're looking at a bar chart here, showing the order quantity and the count of data points.",Non-technical-Technical,Subjective-Objective,query,superstore,histogram,1,4
This bar chart shows the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,2,4
The bar chart represents the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,3,4
This bar chart illustrates the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,4,4
The bar chart represents the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,5,4
"We're looking at a bar chart here, showing the order quantity and the count of data points.",Non-technical-Technical,Subjective-Objective,query,superstore,histogram,1,5
This bar chart shows the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,2,5
The bar chart represents the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,3,5
This bar chart illustrates the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,4,5
The bar chart represents the order quantity and the count of data points.,Non-technical-Technical,Subjective-Objective,query,superstore,histogram,5,5
"We're looking at a simple graph, how many orders we have, and the number of things we're counting.",Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,1,1
This is a simple graph showing the number of orders and the things we're counting.,Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,2,1
Here's a simple graph. It shows the number of orders and the count of items.,Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,3,1
This graph shows the number of orders and the count of items.,Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,4,1
This is a graph. It clearly shows the number of orders and the count of items.,Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,5,1
"We're looking at a bar graph, the quantity of orders, and the count of data points.",Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,1,2
This is a bar graph showing the quantity of orders and the count of data points.,Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,2,2
Here's a bar graph. It shows the quantity of orders and the count of data points.,Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,3,2
This bar graph shows the quantity of orders and the count of data points.,Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,4,2
This is a bar graph. It clearly shows the quantity of orders and the count of data points.,Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,5,2
"We're looking at a bar chart, the order quantity, and the count of data points.",Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,1,3
This is a bar chart showing the order quantity and the count of data points.,Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,2,3
Here's a bar chart. It shows the order quantity and the count of data points.,Non-technical-Technical,Implicit-Explicit,query,superstore,histogram,3,3
