sentences,axes,ptypes,dnames,vids,scores
"I need you to create a point chart. Put ""Profit"" on the x-axis and ""Sales"" on the y-axis.",Implicit-Explicit,question,superstore,scatter,5
Whip up a line graph with 'Order Date' on the side-to-side bit and the total of 'Sales Forecast' on the up-and-down bit.,Colloquial-Standard,command,superstore,line,1
Make a line graph with 'Order Date' on the horizontal line and the total of 'Sales Forecast' on the vertical line.,Colloquial-Standard,command,superstore,line,2
Construct a line chart with 'Order Date' on the x-axis and the sum of 'Sales Forecast' on the y-axis.,Colloquial-Standard,command,superstore,line,3
Generate a line chart with 'Order Date' as the horizontal axis and the aggregate of 'Sales Forecast' as the vertical axis.,Colloquial-Standard,command,superstore,line,4
Fabricate a line diagram with 'Order Date' designated as the abscissa and the summation of 'Sales Forecast' as the ordinate.,Colloquial-Standard,command,superstore,line,5
Make a simple graph with the date of the order going across and the total sales prediction going up.,Non-technical-Technical,command,superstore,line,1
Draw a graph with the order date along the bottom and the total sales forecast going up the side.,Non-technical-Technical,command,superstore,line,2
Construct a graph with the order date as the horizontal reference and the total of the sales forecast as the vertical reference.,Non-technical-Technical,command,superstore,line,3
Plot a line graph with the 'Order Date' as the horizontal axis and the cumulative 'Sales Forecast' as the vertical axis.,Non-technical-Technical,command,superstore,line,4
Generate a linear graph with 'Order Date' as the abscissa and the aggregate of 'Sales Forecast' as the ordinate.,Non-technical-Technical,command,superstore,line,5
I think you should make a line chart with 'Order Date' on the x-axis and the sum of 'Sales Forecast' on the y-axis. It would look really good.,Subjective-Objective,command,superstore,line,1
I feel it would be beneficial to create a line chart with 'Order Date' on the x-axis and the sum of 'Sales Forecast' on the y-axis.,Subjective-Objective,command,superstore,line,2
It seems like a line chart with 'Order Date' on the x-axis and the sum of 'Sales Forecast' on the y-axis would be a good idea.,Subjective-Objective,command,superstore,line,3
It is recommended to create a line chart with 'Order Date' on the x-axis and the sum of 'Sales Forecast' on the y-axis.,Subjective-Objective,command,superstore,line,4
Create a line chart with 'Order Date' on the x-axis and the sum of 'Sales Forecast' on the y-axis.,Subjective-Objective,command,superstore,line,5
"You know, it might be interesting to see how the 'Sales Forecast' totals change over time. Maybe we could visualize it somehow, like with a line chart or something, using the 'Order Date' as a reference point.",Implicit-Explicit,command,superstore,line,1
"How about we try to visualize the 'Sales Forecast' data? Perhaps a line chart could work, with 'Order Date' as our timeline.",Implicit-Explicit,command,superstore,line,2
Let's make a line chart. We can use 'Order Date' for the timeline and show the total 'Sales Forecast' on it.,Implicit-Explicit,command,superstore,line,3
I want you to make a line chart. Put 'Order Date' on the x-axis and the total 'Sales Forecast' on the y-axis.,Implicit-Explicit,command,superstore,line,4
Construct a line chart. The x-axis should be 'Order Date' and the y-axis should represent the sum of 'Sales Forecast'.,Implicit-Explicit,command,superstore,line,5
Show me a graph with the dates and the total sales prediction.,Colloquial-Standard,query,superstore,line,1
Can you draw a graph with the dates and total predicted sales?,Colloquial-Standard,query,superstore,line,2
Could you plot a line chart with the order dates and the sum of sales forecast?,Colloquial-Standard,query,superstore,line,3
Please generate a line chart representing order dates and the sum of sales forecast.,Colloquial-Standard,query,superstore,line,4
Kindly construct a line chart illustrating the order dates and the aggregate of the sales forecast.,Colloquial-Standard,query,superstore,line,5
The graph showing the total predicted sales over time.,Non-technical-Technical,query,superstore,line,1
The graph that shows the total expected sales based on the date of order.,Non-technical-Technical,query,superstore,line,2
The chart that represents the sum of projected sales over time.,Non-technical-Technical,query,superstore,line,3
The line graph illustrating the cumulative forecasted sales over the order dates.,Non-technical-Technical,query,superstore,line,4
The line chart depicting the aggregation of Sales Forecast data points over the Order Date axis.,Non-technical-Technical,query,superstore,line,5
I believe the line chart showing the sum of sales forecast according to the order date is the best way to visualize this data.,Subjective-Objective,query,superstore,line,1
"I feel like the line chart, which represents the sum of sales forecast based on the order date, is a good representation.",Subjective-Objective,query,superstore,line,2
The line chart seems to be a decent way to represent the sum of sales forecast according to the order date.,Subjective-Objective,query,superstore,line,3
The line chart represents the sum of sales forecast according to the order date.,Subjective-Objective,query,superstore,line,4
The line chart displays the sum of sales forecast by order date.,Subjective-Objective,query,superstore,line,5
"""Think about a timeline of sales predictions.""",Implicit-Explicit,query,superstore,line,1
"""Imagine a line graph with dates and projected sales.""",Implicit-Explicit,query,superstore,line,2
"""We need a line chart showing the sum of sales forecast by order date.""",Implicit-Explicit,query,superstore,line,3
"""Create a line chart with order dates on the x-axis and the sum of the sales forecast on the y-axis.""",Implicit-Explicit,query,superstore,line,4
"""Draw a line chart where the x-axis represents the order dates and the y-axis represents the total of the sales forecast.""",Implicit-Explicit,query,superstore,line,5
What's the line chart saying about the 'Order Date' and the total 'Sales Forecast'?,Colloquial-Standard,question,superstore,line,1
What's the line chart of 'Order Date' and 'Sales Forecast' total showing us?,Colloquial-Standard,question,superstore,line,2
What is the line chart displaying for 'Order Date' against the total 'Sales Forecast'?,Colloquial-Standard,question,superstore,line,3
What does the line chart illustrate regarding 'Order Date' versus the sum of 'Sales Forecast'?,Colloquial-Standard,question,superstore,line,4
What does the line chart delineate concerning 'Order Date' in comparison to the aggregate of 'Sales Forecast'?,Colloquial-Standard,question,superstore,line,5
What does the picture showing the date of orders and the total predicted sales tell us?,Non-technical-Technical,question,superstore,line,1
Can you tell me what the graph showing the date we got orders and the total sales we thought we'd get is saying?,Non-technical-Technical,question,superstore,line,2
What information can we gather from the graph that plots the date of orders against the total projected sales?,Non-technical-Technical,question,superstore,line,3
What insights can we derive from the line chart that represents 'Order Date' against the aggregate of 'Sales Forecast'?,Non-technical-Technical,question,superstore,line,4
What conclusions can we draw from the line graph that delineates 'Order Date' in relation to the summation of 'Sales Forecast'?,Non-technical-Technical,question,superstore,line,5
What do you think the line chart of 'Order Date' versus the sum of 'Sales Forecast' is trying to tell us?,Subjective-Objective,question,superstore,line,1
I'm curious about your thoughts on what the line chart of 'Order Date' versus the sum of 'Sales Forecast' might be suggesting.,Subjective-Objective,question,superstore,line,2
What could be the possible interpretation of the line chart of 'Order Date' versus the sum of 'Sales Forecast'?,Subjective-Objective,question,superstore,line,3
