commands,axes,axes2,ptypes,dnames,vids,scores,scores2
"The dot chart has an 'Origin' column, and 'Weight' and 'Acceleration' are on the x and y axes.",Colloquial-Standard,Implicit-Explicit,query,cars,scatterFaceted,3,2
The point-labeled chart includes 'Origin' in a column and 'Weight' and 'Acceleration' on the axes.,Colloquial-Standard,Implicit-Explicit,query,cars,scatterFaceted,2,4
"I think the point chart is about the 'Origin' column, with 'Weight' on the x-axis and 'Acceleration' on the y-axis.",Subjective-Objective,Implicit-Explicit,query,cars,scatterFaceted,2,1
"What's the point chart indicating with 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis? Please provide a factual explanation.",Colloquial-Standard,Subjective-Objective,question,cars,scatterFaceted,4,3
"What does the graph show when we consider the origin, weight, and acceleration?",Non-technical-Technical,Implicit-Explicit,question,cars,scatterFaceted,3,2
"I am of the opinion that you should construct a line chart with 'Year' on the x-axis and the mean of 'AVG (Horsepower)' on the y-axis, colored by 'Origin'.",Non-technical-Technical,Subjective-Objective,command,cars,multiLine,1,5
"A line chart with years and average horsepower, with colors for the origins, is to be created.",Subjective-Objective,Implicit-Explicit,command,cars,multiLine,3,5
"It is mandated to create a line chart with 'Year' on the x-axis and the mean of 'AVG (Horsepower)' on the y-axis, colored by 'Origin'.",Colloquial-Standard,Implicit-Explicit,command,cars,multiLine,4,5
"I suggest creating a line chart that shows the average horsepower over the years, with different colors for different origins.",Subjective-Objective,Implicit-Explicit,command,cars,multiLine,4,1
"I feel like it would be cool if we could see the average horsepower over the years, maybe in a line chart? And maybe we could differentiate the origins with colors?",Subjective-Objective,Implicit-Explicit,command,cars,multiLine,1,1
"Generate a line chart, with 'Year' as the x-axis and the mean of 'AVG (Horsepower)' as the y-axis, and 'Origin' as the color parameter.",Non-technical-Technical,Implicit-Explicit,command,cars,multiLine,2,5
"Create a graph with years on the horizontal line and the average horsepower on the vertical line, and use colors to indicate the origin.",Non-technical-Technical,Implicit-Explicit,command,cars,multiLine,4,1
"It is necessary to construct a line chart with 'Year' on the x-axis and the mean of 'AVG (Horsepower)' on the y-axis, and color it by 'Origin', that's the unbiased information.",Colloquial-Standard,Subjective-Objective,command,cars,multiLine,5,4
"Create a line chart, with 'Year' as the x-axis and the mean of 'AVG (Horsepower)' as the y-axis, and 'Origin' as the color dimension.",Non-technical-Technical,Implicit-Explicit,command,cars,multiLine,3,5
"How about a line chart with the years and average horsepower, with different colors for different origins?",Subjective-Objective,Implicit-Explicit,command,cars,multiLine,2,2
"I think it would be interesting to see a line chart of the average horsepower over the years, maybe with different colors for different origins?",Subjective-Objective,Implicit-Explicit,command,cars,multiLine,2,1
"A line chart, envision it, with 'Year' on the x-axis and the mean of 'AVG (Horsepower)' on the y-axis, and 'Origin' as colors.",Non-technical-Technical,Implicit-Explicit,command,cars,multiLine,5,4
"It is recommended to create a line chart with 'Year' on the x-axis and the mean of 'AVG (Horsepower)' on the y-axis, colored by 'Origin'.",Colloquial-Standard,Implicit-Explicit,command,cars,multiLine,2,5
"The line graph demonstrates the trend of average horsepower over the years, with colors signifying the origin of the cars.",Non-technical-Technical,Subjective-Objective,query,cars,multiLine,4,2
"This line chart clearly illustrates the average horsepower over time, with different colors representing the origin of the cars.",Colloquial-Standard,Implicit-Explicit,query,cars,multiLine,5,2
"The line chart represents the mean of AVG (Horsepower) over time, categorized by origin.",Colloquial-Standard,Non-technical-Technical,query,cars,multiLine,3,5
"The line chart represents the average horsepower over the years, and it is color-coded by origin.",Subjective-Objective,Implicit-Explicit,query,cars,multiLine,5,2
"It's a line chart of the mean average horsepower over the years, and the color tells you where it's from.",Colloquial-Standard,Subjective-Objective,query,cars,multiLine,1,5
"It's a graph showing the average power of cars over the years, with different colors for different origins.",Non-technical-Technical,Implicit-Explicit,query,cars,multiLine,2,1
"It's a line graph showing how the average horsepower changes over time, with different colors for different origins.",Non-technical-Technical,Implicit-Explicit,query,cars,multiLine,1,2
Do you observe any shifts in the average horsepower over time for different origins?,Colloquial-Standard,Implicit-Explicit,question,cars,multiLine,3,2
Can you inform me if the average horsepower shifts over the years for different origins?,Colloquial-Standard,Implicit-Explicit,question,cars,multiLine,4,2
"I believe there's a noticeable change in the average horsepower over the years. It seems like different origins have different patterns, wouldn't you agree?",Subjective-Objective,Implicit-Explicit,question,cars,multiLine,3,1
"I think the average horsepower changes over the years. Different origins seem to have different trends, wouldn't you agree?",Subjective-Objective,Implicit-Explicit,question,cars,multiLine,5,1
Please tell me if the mean of 'AVG (Horsepower)' for vehicles from different origins has changed over time.,Non-technical-Technical,Implicit-Explicit,question,cars,multiLine,5,4
